signal_id	review_state	first_pass_verdict	candidate_role	review_reason	claim_ceiling	next_action	reviewed_at_utc	review_priority	shards	queries	source_path	source_line	snippet_hash	snippet	queue_reason
LIMEN-SIGNAL-4A35A95B1264A098	first_pass_reviewed	hold_needs_human_translation	translation_sensitive_candidate	candidate appears to depend on non-English or translated public evidence	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-012/complaints-field-split-recode-v0.1.csv	10	sha256:4b804b1493f7b479ea03db9c717d12a00d789b82f99e8b56ed38d62d2629b6ec	sample_record_or_listing,NL-ALG-REC-93184465,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,English auto-translation from Dutch,record_level_or_listing_snippet,https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask,partial,unkn	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A38AA9BDB90FBD3	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle-300-active-lanes-40-global-south-humanitarian-forecasting/facts.jsonl	920	sha256:47afebf71d2b5cec182f3f6bce6c3e497646bc8c5c795e7f6c5f367f9cbcbaa2	"{""agent_id"": ""philippines-egovai-government-ai-platform"", ""claim"": ""The eGovAI developer page describes Chat AI API authentication by API key, endpoints for message processing, intent recognition and entity extraction, JSON responses, and response handling tha"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A3B45F67DC9FF1B	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_4_SOURCE_REFRESH.csv	72	sha256:52134f999472cf1e54b9dd99a88e653e8eb144d7e2ed5a889b2668ecd1f88f60	LY,Libya,I05,Communications and Informatics authority,General Authority for Communications and Informatics,https://cim.gov.ly/,2026-05-31,official_digital_authority,scope_anchor,L,No public algorithm register was found on the static official page checks; keep	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A4D04DA47D03859	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	C2PA	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/claim-support/claim-support-tests-v0.2.2.csv	8	sha256:d9e44bc2b17bd5e82732589b7bd85839d2f13d07c0be8be8e09ef8058fa0639f	"standards_fragments_no_common_carrier,Standards/evidence crosswalk,PASS,""SCITT, RATS, COSE/JOSE, VC/DID/Data Integrity, C2PA, SPDX, CycloneDX, SLSA, Sigstore, and in-toto provide fragments, but the Atlas has not found a common AI-agent governance carrier."",1,1"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A62FBD0FE0D59D1	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-069/uruguay-governance-candidate.json	9	sha256:511d38cfbaaa6a4da463097f83da328f9615a4a4d818f04b6a7708b9eaecfe77	"assignment: ""Harden public-sector agent records and public algorithm register links for high-signal countries. Expansion shard 069; avoid duplicating earlier gaia boost 009 work, prefer unresolved gaps and leave a negative result if the shard is already cove"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A689870A0A8C510	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-022/field-coding-subset-materialization-v0.1.csv	3	sha256:722aa45173564d262b3b7e56711679c564c6afa11049a3af0657e3d3363b323e	CA-AI-REG,Government of Canada AI Register,Canada,active_register,single_register_family,2,25,160,systematic_even_spread_sorted_by_record_candidate_id,ALL-CA-AI-REG-0021,2526-CSPS-EFPC-012,Miro AI,https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A721EAEE963572D	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	C2PA	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-atlas-20260605T192929Z/claim-support-digest.json	526	sha256:d748e9578894cb1986044c828251836d278c0ad14aabbd816fbda7e81cc66b42	"text: ""- Artifacts: - OK `analysis/evidence-package/ai-evidence-package-profile-v0.2.md` - OK `analysis/evidence-package/ai-evidence-package-profile-v0.2.schema.json` - URLs: - OK `https://eur-lex.europa.eu/eli/reg/2024/1689/oj` status=200 error= - OK `https"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A7F0414EAC0FA72	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	public sector AI	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.1-freeze/data/lanes/articles-books-proceedings-latest.jsonl	521	sha256:9ea811e9d75a5fcd9d23bd1fee9cfc74c6556d2e0a9a05ea3072b8aab449713d	"{""already_in_main_dataset"": false, ""authors"": [""Seok-Jin Eom"", ""Seonghyun Kim""], ""category"": ""scholarly-index-result"", ""container_title"": ""Proceedings of the 25th Annual International Conference on Digital Government Research"", ""doi"": ""10.1145/3657054.3657074"""	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A7FD7B90E7D3C8D	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_8_SOURCE_REFRESH.csv	151	sha256:e0a4b6a4e324392553655ae1ccb56432becc4b9e9e1459acae38ef4f578f24a8	"DM,Dominica,I08,Home - Procurement Unit,Procurement Compliance Unit Commonwealth of Dominica,https://procurement.ictu.gov.dm/,2026-05-31,official procurement portal,public procurement governance,M,""Portal provides procurement unit presence, menu items for reso"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A8513B80B6B2034	first_pass_reviewed	hold_needs_human_translation	translation_sensitive_candidate	candidate appears to depend on non-English or translated public evidence	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-007/readiness-negative-route-protocol-v0.1.csv	2	sha256:781c8b1a3cf932a316aa8783b455695744f538dad0043959452e800ad8fc6d09	readiness-negative-route-v0.1-kr-register,KR,South Korea,PG-002; PG-014,translated_public_register_route,en; ko,yes,8,seed source; original-language government or agency source; public service or program page; procurement/open-data or information-disclosure ro	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A897834EB6CFE06	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	watermark	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-my-jdn-public-sector-ai-adoption-guidelines__1__www.jdn.gov.my__direct_public_fetch__ed6bbb2ca5fded04.html	3337	sha256:3892a1452afcde4420dea676ab995ed80eb915e9e62177714c9ec223f38b4422	"tr[data-plugin=""modula-albums/modula-albums.php""] .requires, tr[data-plugin=""modula-defaults/modula-defaults.php""] .requires, tr[data-plugin=""modula-image-proofing/modula-image-proofing.php""] .requires, tr[data-plugin=""modula-download/modula-download.php""] .re"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A8ADFD711710A31	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	watermark	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/law-eu-ai-act-extraterritorial__1__eur-lex.europa.eu__direct_public_fetch__a8832606ac318357.html	8290	sha256:6e552e3abc15da488fd818df2b53dad1a600ad90a168c6930dc645941c91db0b	"<p class=""oj-normal"">A variety of AI systems can generate large quantities of synthetic content that becomes increasingly hard for humans to distinguish from human-generated and authentic content. The wide availability and increasing capabilities of those syst"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A8AFD7DDD1195D3	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_SOURCE_PACK.csv	360	sha256:16b52a9a8a5f11cd3ba4a3301b80d47bc0a0b472580541beaedf232fc5411d35	FK,Falkland Islands,I05,Falkland Islands Government site first-pass searches for algorithm/automated decision/AI register,Falkland Islands Government,https://www.gov.fk/,2026-05-30,official search corpus,No public algorithm register or AI transparency register	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A8D799F62ED1363	first_pass_reviewed	hold_needs_human_translation	translation_sensitive_candidate	candidate appears to depend on non-English or translated public evidence	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/boost/pallas-boost-019/negative-source-search-ledger-template-v0.1.csv	2	sha256:6ea068941137eb7c598f6586d17d1ce09b3a045706a125b6cad9d19cd98ad9d0	pallas-neg-route-template-kr-register-v01,KR,South Korea,PG-002;PG-014,translated_public_register_route,en;ko,Latin;Hangul,human_review_required,government_or_agency_or_public_service_route,seed source; original-language government or agency source; public ser	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A95FB496BE289E3	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle-330-active-lanes-159-asia-social-protection-agentic-evidence/facts.jsonl	920	sha256:47afebf71d2b5cec182f3f6bce6c3e497646bc8c5c795e7f6c5f367f9cbcbaa2	"{""agent_id"": ""philippines-egovai-government-ai-platform"", ""claim"": ""The eGovAI developer page describes Chat AI API authentication by API key, endpoints for message processing, intent recognition and entity extraction, JSON responses, and response handling tha"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A9DB808A02FE6AE	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv	1421	sha256:73212d40dbc677a90640bf7db9f25a78c7ed0038461c621bf29e316d60220719	ALL-CA-AI-REG-0006,CA-AI-REG,Government of Canada AI Register,Canada,2526-CBSA-ASFC-003,Client Reporting and Engagement System (CRES)/ReportIn,https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b,In production,deployed_or_production_or_i	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A9F7AE344257512	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/laws.jsonl	44	sha256:7e580b52323ae53cefb13868bb74f5e6a634ee4bf4fb4f37350b8d2f8e9cbae9	"{""affected_verticals"": [""government_public_benefits"", ""education"", ""healthcare"", ""agriculture"", ""enterprise_business_agents"", ""general_purpose_ai""], ""agent_relevance"": ""Used as a Uganda local issue-spotting hook for multilingual AI models, public-service chatb"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4A9FDFA5213C26AE	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	795	sha256:8e5e53044942b6e544ea3da962927f94ade118c6e4acb8406c3f26c063a91452	8,GD,Grenada,I03,,0,L,0,M,,TRUE,,Government search for regulatory sandbox produced no Grenada AI/digital sandbox evidence; no official AI sandbox source identified. Keep conservative zero; note search is not exhaustive of regional financial sandboxes and no AI	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4AAA8642AC2D3B88	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	1166	sha256:a524d1fe3fd7be2e9372fe0f02ea6e766cd47f39beb77baa5499b7734561ea64	pallas-readiness-sprint-2,CY,Cyprus,I09,Cyprus 2024 Digital Decade Country Report,European Commission,https://digital-strategy.ec.europa.eu/en/factpages/cyprus-2024-digital-decade-country-report,2026-05-30,supranational country report,Digital infrastructure an	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4AAE2D83BB2D7CC1	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_6_SOURCE_PACK.csv	481	sha256:3e135761c4eade0d3b1b120751967ca026e7603c52238fd3c5ab056c2b28ce6f	ZW,Zimbabwe,I05,Zimbabwe official public-source root,Zimbabwe official public-source root,https://www.zim.gov.zw/,2026-05-30,official_government_or_territorial_portal,negative check / gap evidence,L,Government and open-data portals were treated as transparency	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4AB7443A994769AD	first_pass_reviewed	hold_needs_human_translation	translation_sensitive_candidate	candidate appears to depend on non-English or translated public evidence	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_WEAK_SOURCE_WARNINGS.md	1739	sha256:5052263e11cbf7cabfb6f66e3124834cc0f1d79d276a76da75edf526934d86e9	4. AI procurement governance: ANAP/SEAP infrastructure is operational, but AI-specific procurement guidance was not found outside strategy planning language.	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4ABDD9ABABF64F08	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	78	sha256:feac16965ab47f4601f11ca9935baf8133a26fd53639407d64a55b263e7e7753	ALL-NL-ALG-REG-0077,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-76388691,Public space reports,https://algoritmes.overheid.nl/en/algoritme/76388691,In use,deployed_or_production_or_in_use,yes,official Dutch Algorithm Register bulk C	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4AD35FCCC85EEAEC	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_SOURCE_REFRESH.csv	229	sha256:550a92b6b5a2de184e4ff3d7914b67ce5adecacd82b7c96562eac39c62bcf459	SB,Solomon Islands,I05,SIG ICT Services Digital Strategy 2026-2030,SIG ICT Services,https://solomons.gov.sb/wp-content/uploads/2025/09/SIG-ICTS-Digital_final.pdf,2026-05-31,official_strategy,negative_check,M,Strategy mentions AI/open-data roadmap items but doe	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4AD4B8A87662C95B	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_7_SOURCE_PACK.csv	91	sha256:b5c84e03c5c8e90bd9beab835970b12d30cceaf7ff4b267b9c4bef116ca452d8	CX,Christmas Island,I05,UN e-Government Knowledgebase,UN e-Government Knowledgebase,https://publicadministration.un.org/egovkb/en-us/,2026-05-30,international_digital_government_source,negative check / gap evidence,L,Government and open-data portals were treat	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4AD806B5C6E90295	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	watermark	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2-freeze-20260601T060436Z/analysis/patents/combined-patent-index-v0.2.csv	190	sha256:3e4b745a7f48fcacd8dc2d51c7ac65cc488bc11c204f975b3f271cbcfef8e4a9	20210110008,Method and system for signing an artificial intelligence watermark using a kernel,US,wipo-patentscope-result-page-bounded,ai-governance; evidence-infrastructure,70,content-provenance,https://patentscope.wipo.int/search/en/detail.jsf?docId=US3218320	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4ADBCB29EED50F1D	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/03-theexperiment-method/paper/venue/theexperiment-data-policy-preprint.md	27	sha256:e50840690a43b23115823b114c7ceb5dc66116a4c30d724db45bc9249df31c6d	Public debates about AI governance increasingly rely on comparative claims: which jurisdictions have implemented AI laws, which have regulatory capacity, which operate sandboxes, which provide algorithmic transparency, and which possess the digital infrastruct	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4AE556868BB31895	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-gap-map-v0.2.csv	18	sha256:7963089ac223a603480fa6c0fd76113a4a7a7f3944caac777bd3204a3a38b622	GM-REC-UK-ATRS-REC-3,UK-ATRS-REC-3,UK-ATRS,UK Algorithmic Transparency Records repository,record_sample,record_level,substantive_page,United Kingdom,United Kingdom,,English,https://www.gov.uk/algorithmic-transparency-records/public-sector-fraud-authority-fraud	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4AE7C1A2419081C4	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	71	sha256:3291a9b1630713d68964ce9673724165c0f0ddf038f188f868d32a2a473945c4	ALL-NL-ALG-REG-0070,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-56226557,iBabs Debrief,https://algoritmes.overheid.nl/en/algoritme/56226557,In use,deployed_or_production_or_in_use,yes,official Dutch Algorithm Register bulk CSV row	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4B09D7818DE03962	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_SOURCE_REFRESH.csv	187	sha256:be61259b80f462e0ff4ee5fcab6303ffbff317c8bc76a62a0af8fc1e6fa234fb	SR,Suriname,I05,Bijzondere proef voorspelt illegale ontbossing met state of-the-art technologie,Government of Suriname,https://gov.sr/bijzondere-proef-voorspelt-illegale-ontbossing-met-state-of-the-art-technologie/,2026-05-31,official news,algorithm use-case o	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4B0ABD49389C8802	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-deployed-record-accession-all-20260607.csv	1484	sha256:dc036bb6ac0696b88c5c2167852744b00f7ec28bf4a13b277dd24de26f1ef288	ALL-CA-AI-REG-0069,CA-AI-REG,Government of Canada AI Register,Canada,2526-HC-SC-004,Food Label AI for Monitoring the food Environment (FLAIME),https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b,In production,deployed_or_production_or_i	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4B0E93562AA62EE2	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_HARDENING_SUMMARY.csv	13	sha256:60e068791e4bbacb413a78aa52e127b547a605ff98d4aa1da4ec37166166c41c	PW,Palau,Oceania / Antarctic / territories,1.1,17,true,18,10,3,I01 0→1; I03 1→0; I04 1→0,6,I01 L→M; I03 L→M; I05 L→M; I06 L→M; I08 M→H; I09 M→H,10,I01; I03; I04,I01: Policy on the Use of Artificial Intelligence in the Courts; Palau National Code | I02: Republi	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4B158E5906F5A110	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/world-readiness-overview/standards-pki-digital-id-exception-cohort.json	684	sha256:55dfc53c9cbd7f17dbf9ce009395b3aa08e5aa5b887ba73dd6ca0364a5d7f32a	"summary: ""Andorra shows operational digital-government, data-protection, transparency, cyber, and statistics/data infrastructure, with a strong ANC-AD cyber baseline and visible e-services/certificates. First pass did not identify a dedicated AI law/AI Act i"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4B17D8F68AE211B8	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_SOURCE_REFRESH.csv	167	sha256:16bb95758d32e132ae63d1b343c841290539e943ced52690b665e8ba959e8868	"GM,Gambia,I05,No algorithm/register result in government portal search,Government of The Gambia,https://gambia.gov.gm/,2026-05-31,official_government_portal,negative_evidence,L,""Government portal searches for artificial intelligence/sandbox did not surface alg"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4B2EF14E604AB73F	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	84	sha256:1ae4152e7093aa9cbe3231eacab903bd9fda0d7a8db97b5aba8ba4e18594e9ac	ALL-NL-ALG-REG-0083,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-89853782,i-citizenship,https://algoritmes.overheid.nl/en/algoritme/89853782,In use,deployed_or_production_or_in_use,yes,official Dutch Algorithm Register bulk CSV row	needs direct source, source-pack resolution, or translation-aware review before example promotion
