signal_id	review_state	first_pass_verdict	candidate_role	review_reason	claim_ceiling	next_action	reviewed_at_utc	review_priority	shards	queries	source_path	source_line	snippet_hash	snippet	queue_reason
LIMEN-SIGNAL-FC8696191028F5B9	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_LANE_SOURCE_CANDIDATES.csv	700	sha256:552ccb38ec6ab7589a78d9bfb782a38a79f67262157db2d9e0b696292cd00b53	"batch-12-ps-mo,transparency/evidence,candidate score-bearing source,source hardening before score update,LC,Saint Lucia,official/legal/regulatory,Government of Saint Lucia portal,Government of Saint Lucia,https://www.govt.lc/,checked 2026,official,""central pub"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FC876583183A932E	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	deepfake	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/governance_monitors.jsonl	10	sha256:26ea9228cfe88df8a4e4386d7323b22b2ddb3f460e09642ea50addf1b4a25bfa	"{""atlas_gap_vs_monitor"": ""Atlas currently maps US federal/state law hooks only sparsely relative to NCSL's bill universe."", ""atlas_relevance"": ""Use as the primary US subnational intake source for local legislative routes that differ from the EU AI Act."", ""comp"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FC893073966D0052	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	11	sha256:11c1176c137a05d52256035fefc358922d19a72787b78ff305f32f8d0b5fb169	ACC-NL-010,P0,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,active_register,NL-ALG-59347734,Humain'r subtitling council meetings,https://algoritmes.overheid.nl/en/algoritme/59347734,200,official HTML listing page plus detail page,yes,resolv	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FC8FEF4B6781996E	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/hypothesis-lab/pallas-h2-lifecycle-infra-contrast-v0.1.csv	103	sha256:80c88b0bd453b6213ded4b3cc6ae609c2c8b49d323df95c62f3c11b48a19faaf	GI,Gibraltar,1.67,2,2,2,1,1,M,22,generic_only,0,no_ai_law_found; no_ai_competent_authority_found; no_ai_sandbox_found; no_standards_body_evidence; no_algorithm_register_found; no_ai_procurement_governance_found; no_ai_evidence_lifecycle_framework_found; curren	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FC9E12190A990592	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	deepfake	/srv/tyche/projects/limen-ai-edge-case-atlas/results/paper-snapshot-20260607/sources/authoritative-source-ledger.tsv	17	sha256:874faf8bf9934fbb37fb5d4c4f76df4a52d3226a0c412b38c5edbfe2a0b00083	SRC-AUTH-0016 LIMEN-000008 authoritative_allegation_stage T3_authoritative_source Federal Communications Commission United States en FCC notice of apparent liability high allegation_stage_document_text_present 2024-05-28 2026-06-07 https://docs.fcc.gov/public/	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FCA6E5E247238613	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	66	sha256:64492ccb267e81a3c7e9212a20ed80c17a97c58c8ff847febc2bf8890e7e27e5	ALL-NL-ALG-REG-0065,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-32576955,Shape recognition public space,https://algoritmes.overheid.nl/en/algoritme/32576955,In use,deployed_or_production_or_in_use,yes,official Dutch Algorithm Regis	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FCB4DD990F92A9BF	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/preprint-action-board-20260605T193902Z/preprint-action-board.json	990	sha256:20d1e965df55e69995dcaf5a08461af6d386262b5dbd28fe91bda97b9dc9bb2b	"claim: ""The Tyche Thesis Atlas is a versioned, source-linked research corpus for studying how AI governance duties, technical standards, public-sector registers, regulatory sandboxes, and implementation signals can be explored as candidate mappings into veri"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FCBDC694F7919782	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	228	sha256:742beed2e2858e1888058357a2b44cd47ac52d60edb63e2badafab3abbae71cb	pallas-readiness-sprint-1,CN,China,I03,National new-generation AI innovation and development pilot zones,Ministry of Science and Technology,https://www.most.gov.cn/,2026-05-30,ministry programme / pilot zones,Pilot zones show AI experimentation capacity but ar	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FCC346D3669F9034	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv	56	sha256:1fe61ebc176311a9c39f1beeb8e51b787206367978bcd11a5bb3e13c92516e0d	AU,Australia,I05,NSW AI Assessment Framework,NSW Government Digital NSW,https://www.digital.nsw.gov.au/policy/artificial-intelligence/ai-governance-assurance-and-frameworks/nsw-ai-assessment-framework,2026-05-31,state_government_framework,state_ai_register_pra	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FCC41D65D7F48A25	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-gaia-gaps-20260604T051859Z	2789	sha256:08a43a342c5655cfd724e903058040272eecd81261d8d89950390d3c63ff70ca	"why: ""French public-algorithm accountability programme, useful as a comparator for public-sector AI evidence schemas and register governance."""	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FCD2D179A3317C2E	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_COUNTRY_MATRIX.csv	96	sha256:bcc96dc36cae2cd010ad1a880ff6b4a10d1ed3eaeee5e93bfa83424c5e7d2155	pallas-readiness-sprint-3,GT,Guatemala,1,M,1,M,0,L,1,M,0,L,2,H,2,M,1,L,2,H,1,L,17,no enacted AI-specific law found; no AI regulator found; no AI sandbox found; no public algorithm register found; procurement AI governance not found; AI audit/post-market/revoca	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FCD3A173B06188C7	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_WEAK_SOURCE_WARNINGS.md	310	sha256:87326b0f7debb9de63129d5329cd8d4d718feab301cf39476b6e229e6092cc8f	- I05: Plataforma de Algoritmos Públicos is valuable transparency evidence, but first pass did not confirm it as a statutory, comprehensive, mandatory government algorithm register.	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FCDE806E13F45BD3	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	690	sha256:ea991deab492b637355c4b1119f1842985de34ad7398aef16618204b164c6cb5	8,GD,Grenada,I05,,0,L,0,M,,TRUE,,Government search for algorithm register yielded no substantive public register evidence. No algorithmic-transparency register or public automated-decision inventory found. Keep zero with no-overclaim warning.,,,,,,,,gd-source-	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FCEB798F3F4A4A19	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_WEAK_SOURCE_WARNINGS.md	2642	sha256:4125928861eda9fae8772647b85ffbb17410592c2db913002cddfa1065937b00	- Warning: Public procurement and IT-contract governance sources exist, but first pass found no dedicated AI procurement rules, AI impact-assessment procurement template, or model/system inventory requirement.	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FCF356C632377413	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	113	sha256:557d7bd9858c8f5f440af27d220f82990c2183a5823e81c450831116c0b18b33	DEP-SCOT-AI-REG-004,SCOT-AI-REG,Scottish AI Register,Scotland,SCOT-19,Updated 29.07.2025 Communications GCS Assist Production To assist government communicators in their day to day functions. > Read more,https://scottishairegister.com/ai-system/gcs-assist/19,P	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FCF96133088A1B65	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	C2PA	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-20260605T192147Z/claim-support-digest.json	474	sha256:d748e9578894cb1986044c828251836d278c0ad14aabbd816fbda7e81cc66b42	"text: ""- Artifacts: - OK `analysis/evidence-package/ai-evidence-package-profile-v0.2.md` - OK `analysis/evidence-package/ai-evidence-package-profile-v0.2.schema.json` - URLs: - OK `https://eur-lex.europa.eu/eli/reg/2024/1689/oj` status=200 error= - OK `https"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FD004CB44376B276	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_8_SOURCE_REFRESH.csv	297	sha256:aab52b224be75df5a8eee4e6469b7c99a0f3c61793e07da26723e01c06a6ba14	GP,Guadeloupe,I05,Accueil IA dans l'Etat,DINUM / French digital government,https://ia.numerique.gouv.fr/,2026-05-31,official digital government,national AI-in-government context,M,Replaces weaker SILL-only reference for France-level public-sector AI tooling co	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FD0D4128510FDE1C	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-022/field-coding-balancing-plan-v0.1.csv	2	sha256:81b1a26e1736b2e44e226498a59d60e40847415a29650afaf6776c45e3cc8236	NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,active_register,single_register_family,1320,50.20,non_bundle_min_n_2_plus_ceil_log2_n,,13,12.50,Preserve depth for standalone register families while keeping large single-source corpora below ra	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FD220C86D593C350	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_LANE_SOURCE_CANDIDATES.csv	1297	sha256:4927cc7639aa7c9a77fef7842497b55c069a02fec8c8ac53dfc96386a9ed0be4	batch-22-za-cd,infrastructure,candidate score-bearing source,source hardening before score update,VI,United States Virgin Islands,Technical substrate,CISA Cybersecurity Best Practices,CISA,https://www.cisa.gov/topics/cybersecurity-best-practices,2026,official,	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FD25DAAE0ABF3941	first_pass_reviewed	hold_needs_human_translation	translation_sensitive_candidate	candidate appears to depend on non-English or translated public evidence	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/05-policy-legal-synthesis/tables/indicator_patterns.csv	9	sha256:62e89d76dd484972a2610ab01d61b583f760053f049ae3dc5c02d278019e3a40	I08,Public-sector AI procurement governance,170,High review pressure means public-source evidence needs careful boundary language.	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FD2A14665BF44D45	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	legal-research	court AI	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_SUMMARY.md	120	sha256:ff3f6feae8aec3308d8e5d59ae59016551b8213754f18637e8aa4102be7c7cc5	| PW | I01 | 0/L | 1/M | Official Supreme Court AI-use policy dated 2025-02-25 is direct AI-specific public evidence, but it is sectoral judiciary policy rather than horizontal national AI law or AI Act implementation. |	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FD44D44C91DDE65F	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1438	sha256:552d57de55b913ed998f83e7e1fb85711fc4227d9a53bab4842b9c247c8e65e9	ALL-CA-AI-REG-0023,CA-AI-REG,Government of Canada AI Register,Canada,2526-CSPS-EFPC-014,SchoolGPT,https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b,In production,deployed_or_production_or_in_use,yes,official Canada AI Register CSV row	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FD5C03C287A8CB8A	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_2_COUNTRY_SCORE_DELTA.csv	74	sha256:cf5c1f83593d2d66333e5457451f06650e7c53b49601618160fd8143c80a25b5	"GA,I03,1,L,0,L,""BEAC, government, presidency, ARCEP, and ARMP public searches did not identify a Gabon-applicable regulatory sandbox. Candidate downgrade is conservative because frozen score appears to rest on indirect regulator/innovation inference."",true,ga-"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FD63CD1F746C18C8	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/05-policy-legal-synthesis/paper/venue/evidence-supply-chain-jipitec-preprint-anon.md	261	sha256:e8e4232e5a16175c6af6d2a24056a48152fcc36c6f4982adb14e9e6f83c688fc	Procurement control & Public-sector AI procurement governance & How buying power creates governance requirements & I08 \\	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FD67CA7808846226	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-acquisition-queue-v0.3.csv	5	sha256:8a7b72815967eb17335d6d8fb82429e95894d79604a6e858b53af62a09b45aac	AQ-004,SCOT-AI-REG,Scottish AI Register,Scotland,Scottish public sector,active_register,P0,new_active_candidate,https://scottishairegister.com/,GOV.UK and gov.scot official pages describe public Scottish AI Register,add_after_source_resolution,sample_individua	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FD7DAEF46C728FD3	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv	41	sha256:cc293f0a4922f55747b0c875ae559f44602f984ca340d7feab5e697a425c1b46	"AT,Austria,I05,KI-Monitor,Digital Austria,https://www.digitalaustria.gv.at/themen/kuenstliche-intelligenz/ki-monitor.html,2026-05-31,official government page,""AI landscape transparency, not algorithm register"",M,""KI-Monitor provides dashboard/studies/projects"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FD7DD53ABE4C3527	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	124	sha256:987d2b873f51b57be06b33777bcdfcfa5e548d64a27dd0788957391a234a321b	ACC-CA-033,P0,CA-AI-REG,Government of Canada AI Register,Canada,active_register,2526-CRA-ARC-006,CAVIA (Collections and Verification Intelligent Assistant) Phase 2 - ACSES Diary Notes,https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b#	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FDA3557DF6492136	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	9	sha256:bc559af8b746c30af0277f6e1aa39bdf42f9ad2be7a426aadf5d1ad1de9c43dd	ALL-NL-ALG-REG-0008,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-76823190,Civil affairs: eServices,https://algoritmes.overheid.nl/en/algoritme/76823190,In use,deployed_or_production_or_in_use,yes,official Dutch Algorithm Register bu	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FDAD1F7304F0E26F	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_SOURCE_REFRESH.csv	51	sha256:4d78eba7c5355debd0ca527e626cfeb77da44591d4b8738ac18c7bc3acd9c932	LC,Saint Lucia,I03,Government portal search: regulatory sandbox,Government of Saint Lucia,https://www.govt.lc/search/regulatory%20sandbox,2026-05-31,official website search,negative search,L,Official portal search returned 'No Results Found' for regulatory san	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FDAED371772C4F38	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_WEAK_SOURCE_WARNINGS.md	986	sha256:080f7586b2ebaaf79bf39bb845df24f73b0f163c5dc283b6c5087e3375448a7d	- No comprehensive national public algorithm register was found in this first pass. Government reporting of agency AI use is a transparency signal, not a register. Municipal or sector-specific registers may exist and need separate search.	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FDB317286B045365	first_pass_reviewed	hold_needs_human_translation	translation_sensitive_candidate	candidate appears to depend on non-English or translated public evidence	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-sample-records-v0.2.preview.csv	4	sha256:26a7c31c9909e4007574d6d1f99fdb697bae5bd0f33f0a4c5ef7fc5f14e72a05	NL-ALG-REC-93184465,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,Netherlands,English auto-translation from Dutch,https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask,2026-06-05,Datamask,Municipality of Hof van Twente,yes,ye	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FDCCC8FEB6F1BF61	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/results/hypothesis-lab/pallas-confidence-burden-typology-v0.1.json	942	sha256:5042676059c721cba24bda957760d8caa16459a3cc7ff629f95220ba57a64d00	"summary: ""Georgia shows operational adjacent digital, trust-services, cybersecurity, procurement and fintech-sandbox infrastructure, but first-pass public evidence for AI-specific law, AI competent authority, public algorithm registers, AI procurement govern"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FDDD563D168F05C7	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-evidence-matrix-v0.1.csv	2	sha256:a7b71c3873ceb8cedc12475fde9206f668f6ef4187660f41b4e3417adf64cd32	NL-ALG-REG,Algorithm Register of the Dutch government,active_register,Netherlands,Netherlands,en/nl/frisian,https://algoritmes.overheid.nl/en,2026-06-05,Public government website; reuse terms not fully assessed in v0.1,yes,yes,yes,yes,yes,partial,no,yes,yes,ye	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FDE96D0F94A04169	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv	30	sha256:9c59be10e3680a9ae003308d4f702d3db67e70b918a816c5be15bd0ef8ff7ec4	ALL-NL-ALG-REG-0029,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-68912459,Plan Guide,https://algoritmes.overheid.nl/en/algoritme/68912459,In use,deployed_or_production_or_in_use,yes,official Dutch Algorithm Register bulk CSV row wit	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FE00F1A9506CCA58	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_7_SOURCE_PACK.csv	9	sha256:321386f540cdb9b4b9af020c2f1de52ea22f8e96bc76d2b4040051d27794b352	AQ,Antarctica,I05,UN e-Government Knowledgebase,UN e-Government Knowledgebase,https://publicadministration.un.org/egovkb/en-us/,2026-05-30,international_digital_government_source,negative check / gap evidence,L,Government and open-data portals were treated as	needs direct source, source-pack resolution, or translation-aware review before example promotion
